sequence_id,cache_sequence_id,scheduled_time_ns,call_start_ns,call_end_ns,query_latency_ms,host_call_start_monotonic_ns,host_call_end_monotonic_ns,latency_ms,success,error_code,error_message,robot_state_at_call,robot_operation_state,latest_rt_sequence,latest_rt_timestamp,latest_rt_timestamp_ns,latest_rt_age_ms,rt_sequence_after_call,rt_updates_during_call,previous_success_latency_ms,time_since_last_success_ms,cartesian_force_raw_n,cartesian_torque_raw_nm,joint_measured_torque_nm,joint_external_torque_nm
6818,6818,3116651925888400,3116651934349200,3116651935367200,1.018,3116651934349200,3116651935367200,1.018,True,,,IDLE,IDLE,42450,3116651.9266111,3116651926611100,7.7853999100625515,42450,0,0.8905,47.9917,"[-4.364425414337632, -5.297965408771926, -8.128791558355285]","[2.466696788286024, -0.6392647401896477, 0.7317468938216014]","[1.5226666666666764, -76.32612980645088, 19.120543022381707, 3.092668541034932, 0.04940125220518662, 0.7254738941827281]","[1.522666666666672, -3.5471099846991905, 3.9280362867250744, 1.0162460137712923, 0.054826100913502374, 0.7254697674086373]"
6819,6819,3116651975888400,3116651990453000,3116651991312600,0.8596,3116651990453000,3116651991312600,0.8596,True,,,IDLE,IDLE,42457,3116651.9825164,3116651982516400,7.97809986397624,42457,0,1.018,55.9454,"[-3.7440120698227517, -4.115155417082448, -8.81482470533029]","[1.5655724199656844, -0.3164119649676724, 0.7060156625058368]","[0.989333333333343, -77.08618030354864, 19.221764404411246, 3.3446540648740526, -0.18717415193691445, 0.7011863551641846]","[0.9893333333333423, -4.30716315797747, 4.029236139551919, 1.2682285213093913, -0.18174877584185992, 0.7011822292982447]"
6820,6820,3116652025888400,3116652030327600,3116652031427200,1.0996,3116652030327600,3116652031427200,1.0996,True,,,IDLE,IDLE,42462,3116652.0224485,3116652022448500,7.939599920064211,42462,0,0.8596,40.1146,"[-5.6040648285600625, -6.657293174534964, -8.59605553876707]","[3.1652695113792406, -0.8025886354751114, 0.7579691287885482]","[2.05600000000001, -76.32612980645088, 19.829092696588482, 3.092668541034932, 0.04940125220518662, 0.7497614332012715]","[2.0560000000000063, -3.5471126604573726, 4.636564431306827, 1.0162429976111915, 0.05482662872960645, 0.7497573073409562]"
6821,6821,3116652075888400,3116652078528700,3116652079936200,1.4075,3116652078528700,3116652079936200,1.4075,True,,,IDLE,IDLE,42468,3116652.0706274,3116652070627400,8.016199804842472,42468,0,1.0996,48.509,"[-6.892406457490807, -5.970574799755969, -9.699695500106257]","[3.3243159741552706, -1.13454706575665, 0.7070755426270946]","[1.5226666666666764, -76.51614243072531, 20.537642370795258, 3.1934627505705806, 0.21500403510465738, 0.7011863551641846]","[1.5226666666666753, -3.7371249984054487, 5.345113819187214, 1.117037209654335, 0.2204296980079163, 0.7011822297332346]"
6822,6822,3116652125888400,3116652126342700,3116652127645700,1.303,3116652126342700,3116652127645700,1.303,True,,,IDLE,IDLE,42474,3116652.1184446,3116652118444600,7.940799929201603,42474,0,1.4075,47.7095,"[-3.7439034826536908, -5.808268272484262, -8.582199293652296]","[2.206217116347392, -0.36838013861803764, 0.7572785080167721]","[1.878222222222232, -76.8961676792742, 19.120543022381707, 3.1934627505705806, -0.13985907110849424, 0.7497614332012715]","[1.8782222222222285, -4.117174772663077, 3.928038996482476, 1.1170404374711382, -0.13443455399260937, 0.7497573060683459]"
6823,6823,3116652175888400,3116652182497200,3116652191772500,9.2753,3116652182497200,3116652191772500,9.2753,True,,,IDLE,IDLE,42482,3116652.1824368,3116652182436800,8.414600044488907,42483,1,1.303,64.1268,"[-4.093775836755636, -5.498370641985743, -10.125772837742623]","[2.5334421621490306, -0.6299759198845584, 0.7078742075708837]","[1.700444444444454, -77.46620555209752, 19.424207168470325, 3.143065645802756, 0.07305879261939673, 0.7011863551641846]","[1.7004444444444469, -4.687195172727243, 4.231709875194634, 1.0666442301963124, 0.07848307155935186, 0.7011822276849444]"
6824,6824,3116652225888400,3116652238600400,3116652239576800,0.9764,3116652238600400,3116652239576800,0.9764,True,,,IDLE,IDLE,42488,3116652.2304354,3116652230435400,8.202600292861462,42488,0,9.2753,47.8043,"[-4.244684885260885, -5.6751676328631016, -8.739649854853974]","[2.79478053232274, -0.6040986482559231, 0.7822768994890638]","[1.700444444444454, -76.70615505499975, 19.221764404411246, 3.0422714362671077, 0.025743711790976516, 0.774048972219815]","[1.7004444444444529, -3.927137959123286, 4.029260394628858, 0.9658489785331907, 0.03116799318595942, 0.7740448448744583]"
6825,6825,3116652275888400,3116652286318800,3116652287407200,1.0884,3116652286318800,3116652287407200,1.0884,True,,,IDLE,IDLE,42494,3116652.2790712,3116652279071200,7.313999813050032,42494,0,0.9764,47.8304,"[-5.850306277555109, -6.0844660477428265, -9.062105740755946]","[3.004927654815183, -0.8569069122004013, 0.7566656924689878]","[1.700444444444454, -76.51614243072531, 20.03153546064756, 3.1934627505705806, 0.07305879261939673, 0.7497614332012715]","[1.7004444444444533, -3.737133651132936, 4.839015561767107, 1.1170382813200455, 0.07848359600922193, 0.7497573064836378]"
6826,6826,3116652325888400,3116652334562500,3116652335560200,0.9977,3116652334562500,3116652335560200,0.9977,True,,,IDLE,IDLE,42500,3116652.3266095,3116652326609500,7.982799783349037,42500,0,1.0884,48.153,"[-2.8512884872151254, -4.8601295085624034, -9.125725451237368]","[1.3383602544668505, -0.5550355319558782, 0.7269476212502377]","[1.5226666666666764, -77.08618030354864, 18.51321473020447, 3.395051169641877, 0.16768895427623715, 0.7254738941827281]","[1.5226666666666735, -4.307171237207584, 3.3206945445753, 1.3186267030397558, 0.1731140444742676, 0.7254697679000842]"
6827,6827,3116652375888400,3116652390490900,3116652391441000,0.9501,3116652390490900,3116652391441000,0.9501,True,,,IDLE,IDLE,42507,3116652.382408,3116652382408000,8.112899959087372,42507,0,0.9977,55.8808,"[-4.192565698445877, -5.662745372587498, -9.755403244371884]","[3.0532763421822082, -0.600769912352965, 0.7835899960156932]","[1.700444444444454, -77.27619292782308, 19.424207168470325, 2.9918743314992837, 0.025743711790976516, 0.774048972219815]","[1.7004444444444509, -4.497157232668343, 4.231684559410681, 0.9154496482254495, 0.031168847202595124, 0.7740448458666405]"
6828,6828,3116652425888400,3116652438491000,3116652439511900,1.0209,3116652438491000,3116652439511900,1.0209,True,,,IDLE,IDLE,42513,3116652.430444,3116652430444000,8.093100041151047,42513,0,0.9501,48.0709,"[-3.445961087827451, -5.439781492750728, -8.023530521335136]","[1.5436311574821868, -0.46607448275295305, 0.7773738644092508]","[1.700444444444454, -76.51614243072531, 18.71565749426355, 3.395051169641877, 0.002086171376766406, 0.774048972219815]","[1.7004444444444515, -3.737107812392779, 3.5231359620255827, 1.3186265235699155, 0.007511309295891876, 0.7740448460075608]"
6829,6829,3116652475888400,3116652483308000,3116652484408400,1.1004,3116652483308000,3116652484408400,1.1004,True,,,IDLE,IDLE,42518,3116652.4704458,3116652470445800,12.927199713885784,42518,0,1.0209,44.8965,"[-5.208840365694566, -6.176563386678207, -9.499733488955227]","[2.5761073483117576, -0.7709810620613542, 0.7310581472969707]","[1.878222222222232, -76.8961676792742, 19.829092696588482, 3.2942569601062286, 0.07305879261939673, 0.7254738941827281]","[1.8782222222222282, -4.117150533280693, 4.636564431306827, 1.217831416682488, 0.07848416914381656, 0.7254697683224128]"
6830,6830,3116652525888400,3116652534493600,3116652535385300,0.8917,3116652534493600,3116652535385300,0.8917,True,,,IDLE,IDLE,42525,3116652.5266316,3116652526631600,7.890599779784679,42525,0,1.1004,50.9769,"[-4.216313654573138, -5.386424265528681, -9.52705850025418]","[2.437746639914555, -0.668906110170712, 0.8041924254694026]","[1.5226666666666764, -77.08618030354864, 19.322985786440785, 3.243859855338404, 0.09671633303360683, 0.7983365112383585]","[1.5226666666666717, -4.307179603187308, 4.130473966791367, 1.1674364630505303, 0.10214085052640703, 0.7983323841040205]"
6831,6831,3116652575888400,3116652590722200,3116652591809000,1.0868,3116652590722200,3116652591809000,1.0868,True,,,IDLE,IDLE,42532,3116652.5825104,3116652582510400,8.242299780249596,42532,0,0.8917,56.4237,"[-5.188215814967364, -6.36149077202188, -7.791390554674417]","[2.7776408175141407, -0.7684427949452678, 0.6592105565248272]","[2.05600000000001, -75.94610455790199, 19.424207168470325, 3.0422714362671077, 0.07305879261939673, 0.6526112771270975]","[2.056000000000004, -3.1671119371949032, 4.231703428475157, 0.9658491208010953, 0.07848302378580642, 0.652607149570431]"
6832,6832,3116652625888400,3116652630431800,3116652631452600,1.0208,3116652630431800,3116652631452600,1.0208,True,,,IDLE,IDLE,42537,3116652.6226171,3116652622617100,7.880500052124262,42537,0,1.0868,39.6436,"[-5.528140448537921, -4.900268155658776, -8.433604871554127]","[2.9835693084272057, -0.9108714664965225, 0.6831871780441662]","[1.1671111111111208, -76.13611718217643, 19.626649932529403, 2.9918743314992837, 0.16768895427623715, 0.6768988161456411]","[1.1671111111111185, -3.357132354798125, 4.434153985862949, 0.9154530953627407, 0.1731131854950971, 0.6768946885960112]"
6833,6833,3116652675888400,3116652679270400,3116652680446300,1.1759,3116652679270400,3116652680446300,1.1759,True,,,IDLE,IDLE,42544,3116652.6790015,3116652679001500,0.37160003557801247,42544,0,1.0208,48.9937,"[-3.256436657138844, -4.703733576940938, -8.228054635729464]","[1.9754752920334102, -0.5892232564065071, 0.7540703650483548]","[1.3448888888888986, -76.51614243072531, 18.51321473020447, 3.143065645802756, 0.14403141386202706, 0.7497614332012715]","[1.3448888888888968, -3.7371576029246825, 3.3207187831156872, 1.0666444098071328, 0.1494556455102524, 0.749757305657266]"
6834,6834,3116652725888400,3116652734420700,3116652735523500,1.1028,3116652734420700,3116652735523500,1.1028,True,,,IDLE,IDLE,42550,3116652.7264688,3116652726468800,8.006100077182055,42550,0,1.1759,55.0772,"[-4.0069877373937635, -5.146162170479805, -8.265925982398572]","[1.5701471587202769, -0.5610952373885191, 0.7037494817865784]","[1.5226666666666764, -76.51614243072531, 19.019321640352167, 3.395051169641877, 0.025743711790976516, 0.7011863551641846]","[1.5226666666666746, -3.737157030271973, 3.8268251206106036, 1.3186299386612332, 0.031168516196882413, 0.7011822284789099]"
6835,6835,3116652775888400,3116652790447300,3116652791325600,0.8783,3116652790447300,3116652791325600,0.8783,True,,,IDLE,IDLE,42557,3116652.7824032,3116652782403200,8.0698998644948,42557,0,1.1028,55.8021,"[-4.66663450884111, -4.649499125358047, -8.98263853507561]","[1.90431535806574, -0.7201173757533328, 0.6796286248528612]","[1.1671111111111208, -76.70615505499975, 19.424207168470325, 3.3446540648740526, 0.09671633303360683, 0.6768988161456411]","[1.1671111111111205, -3.927168291819811, 4.231709286002651, 1.2682327990582452, 0.10214142088148384, 0.6768946897431871]"
6836,6836,3116652825888400,3116652830381300,3116652831397500,1.0162,3116652830381300,3116652831397500,1.0162,True,,,IDLE,IDLE,42562,3116652.8223154,3116652822315400,8.1237000413239,42562,0,0.8783,40.0719,"[-5.081699164219668, -6.503434936893081, -8.734486619120007]","[2.7510854757467014, -0.9215601150731608, 0.7548048130201812]","[2.05600000000001, -76.32612980645088, 19.424207168470325, 3.1934627505705806, 0.23866157551886746, 0.7497614332012715]","[2.0560000000000067, -3.5471285334368616, 4.231694776168135, 1.1170393632976925, 0.24408666576934757, 0.7497573069256643]"
6837,6837,3116652875888400,3116652879411400,3116652880429500,1.0181,3116652879411400,3116652880429500,1.0181,True,,,IDLE,IDLE,42568,3116652.8703841,3116652870384100,9.078800212591887,42568,0,1.0162,49.032,"[-5.211109059882753, -6.319945772196531, -9.507868667664368]","[3.8479099290244707, -0.761126855637589, 0.8103171169098793]","[1.878222222222232, -76.8961676792742, 19.829092696588482, 2.8406830171958113, 0.04940125220518662, 0.7983365112383585]","[1.8782222222222293, -4.117143243702358, 4.636557141727925, 0.7642564368009848, 0.05482720437168306, 0.7983323863762823]"
6838,6838,3116652925888400,3116652934463400,3116652935549300,1.0859,3116652934463400,3116652935549300,1.0859,True,,,IDLE,IDLE,42575,3116652.9264319,3116652926431900,8.07589991018176,42575,0,1.0181,55.1198,"[-3.1231899894926327, -5.676073677067146, -9.096286350624839]","[2.4798780448828524, -0.5059921013973128, 0.7816379627075118]","[1.878222222222232, -77.08618030354864, 18.71565749426355, 3.0422714362671077, 0.07305879261939673, 0.774048972219815]","[1.8782222222222331, -4.307162870806465, 3.5231289422331766, 0.9658458954917823, 0.07848445595202105, 0.7740448467944897]"
6839,6839,3116652975888400,3116652998338900,3116652999373300,1.0344,3116652998338900,3116652999373300,1.0344,True,,,IDLE,IDLE,42583,3116652.9906131,3116652990613100,7.798499893397093,42583,0,1.0859,63.824,"[-4.166899733977828, -6.434112843917078, -8.050277453318582]","[2.3004416754599495, -0.6104985975690508, 0.6826158161993922]","[2.2337777777777874, -76.32612980645088, 19.019321640352167, 3.143065645802756, 0.04940125220518662, 0.6768988161456411]","[2.233777777777783, -3.547138212451003, 3.8267947216791924, 1.0666402818488407, 0.05482658100851143, 0.6768946902149361]"
6840,6840,3116653025888400,3116653038339000,3116653039322600,0.9836,3116653038339000,3116653039322600,0.9836,True,,,IDLE,IDLE,42588,3116653.0304243,3116653030424300,7.958800066262484,42588,0,1.0344,39.9493,"[-3.2115106921616206, -5.189638413797299, -8.41706025392476]","[0.6758379709521144, -0.521708469473343, 0.6754009800504693]","[1.700444444444454, -76.70615505499975, 18.61443611223401, 3.647036693480998, 0.09671633303360683, 0.6768988161456411]","[1.7004444444444524, -3.9271997688391878, 3.4218970906230037, 1.5706095695183016, 0.10214185517616445, 0.676894690630369]"
6841,6841,3116653075888400,3116653078783500,3116653079854600,1.0711,3116653078783500,3116653079854600,1.0711,True,,,IDLE,IDLE,42593,3116653.0704301,3116653070430100,8.413699921220541,42593,0,0.9836,40.532,"[-5.211649830257417, -5.825657467271513, -10.313108160490657]","[3.69999250468023, -0.6416166891063411, 0.7135429419779948]","[1.700444444444454, -77.46620555209752, 20.1327568426771, 2.8406830171958113, -0.06888644986586392, 0.7011863551641846]","[1.700444444444453, -4.687205641809825, 4.9402458131007485, 0.764259664758316, -0.06346164305737886, 0.7011822286057566]"
6842,6842,3116653125888400,3116653134388000,3116653135351900,0.9639,3116653134388000,3116653135351900,0.9639,True,,,IDLE,IDLE,42600,3116653.1263374,3116653126337400,8.095199707895517,42600,0,1.0711,55.4973,"[-2.3363303085038956, -4.635114460630669, -7.804512901846783]","[1.6850131973812201, -0.23197043608097448, 0.683106697343277]","[1.5226666666666764, -76.70615505499975, 18.20955058411585, 3.0422714362671077, -0.09254399028007403, 0.6768988161456411]","[1.5226666666666757, -3.9271632247887425, 3.0170476346161923, 0.9658491605105337, -0.08711947022734595, 0.67689468915926]"
6843,6843,3116653175888400,3116653182387100,3116653183372800,0.9857,3116653182387100,3116653183372800,0.9857,True,,,IDLE,IDLE,42606,3116653.1744449,3116653174444900,8.012699894607067,42606,0,0.9639,48.0209,"[-2.924041201206362, -4.6129468890777705, -8.419257387717563]","[2.248773670128387, -0.526386102991615, 0.7560115801236434]","[1.3448888888888986, -76.70615505499975, 18.41199334817493, 2.9918743314992837, 0.12037387344781694, 0.7497614332012715]","[1.3448888888888972, -3.9271799062100854, 3.2194828747121758, 0.9154511188221965, 0.12579834364888715, 0.7497573060021682]"
6844,6844,3116653225888400,3116653238514700,3116653239725400,1.2107,3116653238514700,3116653239725400,1.2107,True,,,IDLE,IDLE,42613,3116653.2304947,3116653230494700,8.073700126260519,42613,0,0.9857,56.3526,"[-4.603190446089688, -5.458918609920369, -9.683824350652946]","[2.910966936459161, -0.5333915582521896, 0.7835145991074015]","[1.5226666666666764, -77.27619292782308, 19.727871314558943, 3.092668541034932, -0.09254399028007403, 0.774048972219815]","[1.5226666666666726, -4.497191941135398, 4.535359208583138, 1.0162451512545516, -0.08711918640843364, 0.7740448455148424]"
6845,6845,3116653275888400,3116653286665200,3116653287778800,1.1136,3116653286665200,3116653287778800,1.1136,True,,,IDLE,IDLE,42619,3116653.278928,3116653278928000,7.783600129187107,42619,0,1.2107,48.0534,"[-2.4531557513535676, -5.717832002544547, -8.075264021266321]","[2.1234461661834994, -0.3687984570943151, 0.7325763621553266]","[2.05600000000001, -76.70615505499975, 18.20955058411585, 2.9918743314992837, 0.025743711790976516, 0.7254738941827281]","[2.0560000000000063, -3.9271462745627304, 3.0170306843907397, 0.9154498625305894, 0.031168516039532412, 0.7254697674763433]"
6846,6846,3116653325888400,3116653334695300,3116653335928600,1.2333,3116653334695300,3116653335928600,1.2333,True,,,IDLE,IDLE,42625,3116653.3266224,3116653326622400,8.102899882942438,42625,0,1.1136,48.1498,"[-5.808047698360539, -6.261846049022627, -8.705640650748634]","[3.0414598762678957, -0.8507781904389737, 0.6840363511263393]","[1.878222222222232, -76.32612980645088, 19.93031407861802, 3.092668541034932, 0.07305879261939673, 0.6768988161456411]","[1.8782222222222273, -3.5471468643340103, 4.737795811828139, 1.016244249028591, 0.07848326276801677, 0.676894688939501]"
6847,6847,3116653375888400,3116653382492300,3116653383472800,0.9805,3116653382492300,3116653383472800,0.9805,True,,,IDLE,IDLE,42631,3116653.3748676,3116653374867600,7.6788002625107765,42631,0,1.2333,47.5442,"[-4.495546301599549, -6.386059044677249, -10.371063603449707]","[2.9704066115025327, -0.7324668665786052, 0.7819464838944437]","[2.05600000000001, -77.46620555209752, 19.626649932529403, 3.143065645802756, 0.12037387344781694, 0.774048972219815]","[2.0560000000000085, -4.687230403307851, 4.434139459066648, 1.066642433125669, 0.12579834364888715, 0.7740448450207116]"
